state,city,store_url
Alabama,Talladega,https://www.cvs.com/store-locator/talladega-al-pharmacies/410-east-battle-st-talladega-al-35160/storeid=4842
Alabama,Vestavia,https://www.cvs.com/store-locator/vestavia-al-pharmacies/2480-rocky-ridge-road-vestavia-al-35243/storeid=4874
Alabama,Vestavia-Hills,https://www.cvs.com/store-locator/vestavia-hills-al-pharmacies/4197-crosshaven-dr-vestavia-hills-al-35243/storeid=4851
Alabama,Wetumpka,https://www.cvs.com/store-locator/wetumpka-al-pharmacies/763-wilson-st-wetumpka-al-36092/storeid=4865
Alabama,Warrior,https://www.cvs.com/store-locator/warrior-al-pharmacies/434-hwy-31-warrior-al-35180/storeid=4843
Alaska,Anchorage,https://www.cvs.com/store-locator/anchorage-ak-pharmacies/1200-n-muldoon-rd-anchorage-ak-99504/storeid=17435
Alaska,Anchorage,https://www.cvs.com/store-locator/anchorage-ak-pharmacies/150-w-100th-ave-anchorage-ak-99515/storeid=17436
Alabama,Union-Springs,https://www.cvs.com/store-locator/union-springs-al-pharmacies/101-baskin-st-north-union-springs-al-36089/storeid=4860
Alaska,Wasilla,https://www.cvs.com/store-locator/wasilla-ak-pharmacies/1801-e-parks-hwy-wasilla-ak-99654/storeid=17404
Arizona,Apache-Junction,https://www.cvs.com/store-locator/apache-junction-az-pharmacies/325-w-apache-trail-apache-junction-az-85120/storeid=9293
Arizona,Anthem,https://www.cvs.com/store-locator/anthem-az-pharmacies/3610-w-anthem-way-anthem-az-85086/storeid=9340
Arizona,Avondale,https://www.cvs.com/store-locator/avondale-az-pharmacies/280-n-avondale-blvd-avondale-az-85323/storeid=10229
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/2005-n-dobson-rd-chandler-az-85224/storeid=5315
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/2010-s-dobson-rd-chandler-az-85286/storeid=5038
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/2995-e-chandler-heights-rd-chandler-az-85249/storeid=7075
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/3425-w-frye-rd-chandler-az-85226/storeid=16959
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/3777-s-arizona-ave-chandler-az-85248/storeid=17615
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/3990-w-ray-road-chandler-az-85226/storeid=3967
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/4990-s-arizona-ave-chandler-az-85248/storeid=193
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/990-e-pecos-rd-chandler-az-85225/storeid=5849
Arizona,Chandler,https://www.cvs.com/store-locator/chandler-az-pharmacies/990-e-warner-rd-chandler-az-85225/storeid=3143
Arizona,Cottonwood,https://www.cvs.com/store-locator/cottonwood-az-pharmacies/1179-south-state-route-260-cottonwood-az-86326/storeid=9319
Arizona,Buckeye,https://www.cvs.com/store-locator/buckeye-az-pharmacies/1355-n-verrado-way-buckeye-az-85396/storeid=17945
Arizona,Buckeye,https://www.cvs.com/store-locator/buckeye-az-pharmacies/21087-w-main-st-buckeye-az-85396/storeid=1716
Arizona,Bullhead-City,https://www.cvs.com/store-locator/bullhead-city-az-pharmacies/2350-miracle-mile-bullhead-city-az-86442/storeid=8826
Arizona,Bullhead-City,https://www.cvs.com/store-locator/bullhead-city-az-pharmacies/3699-hwy-95-bullhead-city-az-86442/storeid=17432
Arizona,Casa-Grande,https://www.cvs.com/store-locator/casa-grande-az-pharmacies/1686-e-florence-blvd-casa-grande-az-85122/storeid=86
Arizona,Casa-Grande,https://www.cvs.com/store-locator/casa-grande-az-pharmacies/951-n-promenade-pkwy-casa-grande-az-85194/storeid=17959
Arizona,Cave-Creek,https://www.cvs.com/store-locator/cave-creek-az-pharmacies/28138-n-tatum-blvd-cave-creek-az-85331/storeid=7852
Arizona,Flagstaff,https://www.cvs.com/store-locator/flagstaff-az-pharmacies/1650-s-milton-rd-flagstaff-az-86001/storeid=16354
Arizona,Flagstaff,https://www.cvs.com/store-locator/flagstaff-az-pharmacies/3506-east-route-66-flagstaff-az-86004/storeid=9231
Arizona,Camp-Verde,https://www.cvs.com/store-locator/camp-verde-az-pharmacies/522-finney-flat-suite-a-camp-verde-az-86322/storeid=9266
Arizona,Gilbert,https://www.cvs.com/store-locator/gilbert-az-pharmacies/1515-e-warner-rd-gilbert-az-85296/storeid=16564
Arizona,Gilbert,https://www.cvs.com/store-locator/gilbert-az-pharmacies/2371-e-guadalupe-rd-gilbert-az-85234/storeid=3272
Arizona,Gilbert,https://www.cvs.com/store-locator/gilbert-az-pharmacies/2428-s-val-vista-dr-gilbert-az-85295/storeid=8365
Arizona,Gilbert,https://www.cvs.com/store-locator/gilbert-az-pharmacies/3170-s-higley-rd-gilbert-az-85295/storeid=5891
Arizona,Gilbert,https://www.cvs.com/store-locator/gilbert-az-pharmacies/3931-s-gilbert-rd-gilbert-az-85297/storeid=17076
Arizona,Gilbert,https://www.cvs.com/store-locator/gilbert-az-pharmacies/765-s-lindsay-rd-gilbert-az-85296/storeid=3268
Arizona,Glendale,https://www.cvs.com/store-locator/glendale-az-pharmacies/10404-n-43rd-ave-glendale-az-85302/storeid=17406
Arizona,Glendale,https://www.cvs.com/store-locator/glendale-az-pharmacies/18591-n-59th-ave-glendale-az-85308/storeid=17
Arizona,Glendale,https://www.cvs.com/store-locator/glendale-az-pharmacies/5125-w-olive-ave-glendale-az-85302/storeid=8983
Arizona,Glendale,https://www.cvs.com/store-locator/glendale-az-pharmacies/5450-west-happy-valley-road-glendale-az-85310/storeid=10615
Arizona,Glendale,https://www.cvs.com/store-locator/glendale-az-pharmacies/9350-w-northern-ave-glendale-az-85305/storeid=16700
Arizona,Goodyear,https://www.cvs.com/store-locator/goodyear-az-pharmacies/1515-n-litchfield-rd-goodyear-az-85395/storeid=16593
Arizona,Goodyear,https://www.cvs.com/store-locator/goodyear-az-pharmacies/2840-n-dysart-rd-goodyear-az-85395/storeid=3749
Arizona,Goodyear,https://www.cvs.com/store-locator/goodyear-az-pharmacies/995-s-cotton-ln-goodyear-az-85338/storeid=17463
Arizona,Fountain-Hills,https://www.cvs.com/store-locator/fountain-hills-az-pharmacies/16545-east-palisades-blvd-fountain-hills-az-85268/storeid=9279
Arizona,Fountain-Hills,https://www.cvs.com/store-locator/fountain-hills-az-pharmacies/16825-e-shea-blvd-fountain-hills-az-85268/storeid=16768
Arizona,Kingman,https://www.cvs.com/store-locator/kingman-az-pharmacies/3501-stockton-hill-rd-kingman-az-86409/storeid=8977
Arizona,Fort-Mohave,https://www.cvs.com/store-locator/fort-mohave-az-pharmacies/4744-s-hwy-95-fort-mohave-az-86426/storeid=9309
Arizona,Green-Valley,https://www.cvs.com/store-locator/green-valley-az-pharmacies/240-w-continental-rd-green-valley-az-85622/storeid=9254
Arizona,Laveen,https://www.cvs.com/store-locator/laveen-az-pharmacies/5050-w-baseline-rd-laveen-az-85339/storeid=5892
Arizona,Lake-Havasu-City,https://www.cvs.com/store-locator/lake-havasu-city-az-pharmacies/75-n-lake-havasu-ave-lake-havasu-city-az-86403/storeid=7022
Arizona,Maricopa,https://www.cvs.com/store-locator/maricopa-az-pharmacies/44274-west-smith-enke-rd-maricopa-az-85138/storeid=6719
Arizona,Mesa,https://www.cvs.com/store-locator/mesa-az-pharmacies/1135-s-gilbert-rd-mesa-az-85204/storeid=16073
Arizona,Mesa,https://www.cvs.com/store-locator/mesa-az-pharmacies/1137-s-dobson-rd-10-mesa-az-85202/storeid=9218
Arizona,Mesa,https://www.cvs.com/store-locator/mesa-az-pharmacies/1212-s-greenfield-rd-mesa-az-85206/storeid=5026
